discipline_title,event_title,event_gender,medal_type,participant_type,athlete_url,athlete_full_name,country_name,city,year
Curling,Mixed Doubles,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/stefania-constantini,Stefania CONSTANTINI,Italy,beijing,2022
Curling,Mixed Doubles,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/amos-mosaner,Amos MOSANER,Italy,beijing,2022
Curling,Mixed Doubles,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,beijing,2022
Curling,Mixed Doubles,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,beijing,2022
Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/almida-de-val,Almida DE VAL,Sweden,beijing,2022
Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/oskar-eriksson,Oskar ERIKSSON,Sweden,beijing,2022
Curling,Women,Women,GOLD,GameTeam,,,Great Britain,beijing,2022
Curling,Women,Women,SILVER,GameTeam,,,Japan,beijing,2022
Curling,Women,Women,BRONZE,GameTeam,,,Sweden,beijing,2022
Curling,Men,Men,GOLD,GameTeam,,,Sweden,beijing,2022
Curling,Men,Men,SILVER,GameTeam,,,Great Britain,beijing,2022
Curling,Men,Men,BRONZE,GameTeam,,,Canada,beijing,2022
Freestyle Skiing,Men's Moguls,Men,SILVER,Athlete,https://olympics.com/en/athletes/mikael-kingsbury,Mikael KINGSBURY,Canada,beijing,2022
Freestyle Skiing,Men's Moguls,Men,GOLD,Athlete,https://olympics.com/en/athletes/wallberg,Walter WALLBERG,Sweden,beijing,2022
Freestyle Skiing,Men's Moguls,Men,BRONZE,Athlete,https://olympics.com/en/athletes/ikuma-horishima,Ikuma HORISHIMA,Japan,beijing,2022
Freestyle Skiing,Men's Freeski Halfpipe,Men,GOLD,Athlete,https://olympics.com/en/athletes/nico-porteous,Nico PORTEOUS,New Zealand,beijing,2022
Freestyle Skiing,Men's Freeski Halfpipe,Men,SILVER,Athlete,https://olympics.com/en/athletes/david-wise,David WISE,United States of America,beijing,2022
Freestyle Skiing,Men's Freeski Halfpipe,Men,BRONZE,Athlete,https://olympics.com/en/athletes/alex-ferreira,Alex FERREIRA,United States of America,beijing,2022
Freestyle Skiing,Men's Freeski Big Air,Men,BRONZE,Athlete,https://olympics.com/en/athletes/henrik-harlaut,Henrik HARLAUT,Sweden,beijing,2022
Freestyle Skiing,Men's Freeski Big Air,Men,GOLD,Athlete,https://olympics.com/en/athletes/birk-ruud,Birk RUUD,Norway,beijing,2022
Freestyle Skiing,Men's Freeski Big Air,Men,SILVER,Athlete,https://olympics.com/en/athletes/colby-stevenson,Colby STEVENSON,United States of America,beijing,2022
Freestyle Skiing,Men's Ski Cross,Men,BRONZE,Athlete,https://olympics.com/en/athletes/sergey-ridzik-1,Sergey RIDZIK,ROC,beijing,2022
Freestyle Skiing,Men's Ski Cross,Men,SILVER,Athlete,https://olympics.com/en/athletes/alex-fiva,Alex FIVA,Switzerland,beijing,2022
Freestyle Skiing,Men's Ski Cross,Men,GOLD,Athlete,https://olympics.com/en/athletes/ryan-regez,Ryan REGEZ,Switzerland,beijing,2022
Freestyle Skiing,Women's Freeski Big Air,Women,BRONZE,Athlete,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,beijing,2022
Freestyle Skiing,Women's Freeski Big Air,Women,GOLD,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,beijing,2022
Freestyle Skiing,Women's Freeski Big Air,Women,SILVER,Athlete,https://olympics.com/en/athletes/tess-ledeux,Tess LEDEUX,France,beijing,2022
Freestyle Skiing,Women's Moguls,Women,SILVER,Athlete,https://olympics.com/en/athletes/kauf,Jaelin KAUF,United States of America,beijing,2022
Freestyle Skiing,Women's Moguls,Women,GOLD,Athlete,https://olympics.com/en/athletes/anthony,Jakara ANTHONY,Australia,beijing,2022
Freestyle Skiing,Women's Moguls,Women,BRONZE,Athlete,https://olympics.com/en/athletes/anastasiia-smirnova,Anastasiia SMIRNOVA,ROC,beijing,2022
Freestyle Skiing,Mixed Team Aerials,Mixed,GOLD,GameTeam,,,United States of America,beijing,2022
Freestyle Skiing,Mixed Team Aerials,Mixed,SILVER,GameTeam,,,People's Republic of China,beijing,2022
Freestyle Skiing,Mixed Team Aerials,Mixed,BRONZE,GameTeam,,,Canada,beijing,2022
Freestyle Skiing,Women's Ski Cross,Women,SILVER,Athlete,https://olympics.com/en/athletes/marielle-thompson,Marielle THOMPSON,Canada,beijing,2022
Freestyle Skiing,Women's Ski Cross,Women,GOLD,Athlete,https://olympics.com/en/athletes/sandra-naeslund,Sandra NAESLUND,Sweden,beijing,2022
Freestyle Skiing,Women's Ski Cross,Women,BRONZE,Athlete,https://olympics.com/en/athletes/daniela-maier,Daniela MAIER,Germany,beijing,2022
Freestyle Skiing,Men's Aerials,Men,BRONZE,Athlete,https://olympics.com/en/athletes/ilia-burov,Ilia BUROV,ROC,beijing,2022
Freestyle Skiing,Men's Aerials,Men,GOLD,Athlete,https://olympics.com/en/athletes/guangpu-qi,Guangpu QI,People's Republic of China,beijing,2022
Freestyle Skiing,Men's Aerials,Men,SILVER,Athlete,https://olympics.com/en/athletes/oleksandr-abramenko,Oleksandr ABRAMENKO,Ukraine,beijing,2022
Freestyle Skiing,Women's Aerials,Women,SILVER,Athlete,https://olympics.com/en/athletes/hanna-huskova,Hanna HUSKOVA,Belarus,beijing,2022
Freestyle Skiing,Women's Aerials,Women,GOLD,Athlete,https://olympics.com/en/athletes/mengtao-xu,Mengtao XU,People's Republic of China,beijing,2022
Freestyle Skiing,Women's Aerials,Women,BRONZE,Athlete,https://olympics.com/en/athletes/megan-nick,Megan NICK,United States of America,beijing,2022
Freestyle Skiing,Women's Freeski Halfpipe,Women,SILVER,Athlete,https://olympics.com/en/athletes/cassie-sharpe,Cassie SHARPE,Canada,beijing,2022
Freestyle Skiing,Women's Freeski Halfpipe,Women,GOLD,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,beijing,2022
Freestyle Skiing,Women's Freeski Halfpipe,Women,BRONZE,Athlete,https://olympics.com/en/athletes/rachel-karker,Rachel KARKER,Canada,beijing,2022
Freestyle Skiing,Women's Freeski Slopestyle,Women,SILVER,Athlete,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,beijing,2022
Freestyle Skiing,Women's Freeski Slopestyle,Women,GOLD,Athlete,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,beijing,2022
Freestyle Skiing,Women's Freeski Slopestyle,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kelly-sildaru,Kelly SILDARU,Estonia,beijing,2022
Freestyle Skiing,Men's Freeski Slopestyle,Men,SILVER,Athlete,https://olympics.com/en/athletes/nicholas-goepper,Nicholas GOEPPER,United States of America,beijing,2022
Freestyle Skiing,Men's Freeski Slopestyle,Men,BRONZE,Athlete,https://olympics.com/en/athletes/jesper-tjader,Jesper TJADER,Sweden,beijing,2022
Freestyle Skiing,Men's Freeski Slopestyle,Men,GOLD,Athlete,https://olympics.com/en/athletes/alexander-hall-1,Alexander HALL,United States of America,beijing,2022
Short Track Speed Skating,Women's 500m,Women,SILVER,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,beijing,2022
Short Track Speed Skating,Women's 500m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/boutin,Kim BOUTIN,Canada,beijing,2022
Short Track Speed Skating,Women's 500m,Women,GOLD,Athlete,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,beijing,2022
Short Track Speed Skating,Men's 500m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,beijing,2022
Short Track Speed Skating,Men's 500m,Men,GOLD,Athlete,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,beijing,2022
Short Track Speed Skating,Men's 500m,Men,SILVER,Athlete,https://olympics.com/en/athletes/konstantin-ivliev,Konstantin IVLIEV,ROC,beijing,2022
Short Track Speed Skating,Men's 5000m Relay,Men,GOLD,GameTeam,,,Canada,beijing,2022
Short Track Speed Skating,Men's 5000m Relay,Men,SILVER,GameTeam,,,Republic of Korea,beijing,2022
Short Track Speed Skating,Men's 5000m Relay,Men,BRONZE,GameTeam,,,Italy,beijing,2022
Short Track Speed Skating,Team Relay,Mixed,GOLD,GameTeam,,,People's Republic of China,beijing,2022
Short Track Speed Skating,Team Relay,Mixed,SILVER,GameTeam,,,Italy,beijing,2022
Short Track Speed Skating,Team Relay,Mixed,BRONZE,GameTeam,,,Hungary,beijing,2022
Short Track Speed Skating,Men's 1500m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/semen-elistratov,Semen ELISTRATOV,ROC,beijing,2022
Short Track Speed Skating,Men's 1500m,Men,GOLD,Athlete,https://olympics.com/en/athletes/daeheon-hwang,Daeheon HWANG,Republic of Korea,beijing,2022
Short Track Speed Skating,Men's 1500m,Men,SILVER,Athlete,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,beijing,2022
Short Track Speed Skating,Men's 1000m,Men,GOLD,Athlete,https://olympics.com/en/athletes/ren,Ziwei REN,People's Republic of China,beijing,2022
Short Track Speed Skating,Men's 1000m,Men,SILVER,Athlete,https://olympics.com/en/athletes/wenlong-li,Wenlong LI,People's Republic of China,beijing,2022
Short Track Speed Skating,Men's 1000m,Men,BRONZE,Athlete,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,beijing,2022
Short Track Speed Skating,Women's 3000m Relay,Women,GOLD,GameTeam,,,Netherlands,beijing,2022
Short Track Speed Skating,Women's 3000m Relay,Women,SILVER,GameTeam,,,Republic of Korea,beijing,2022
Short Track Speed Skating,Women's 3000m Relay,Women,BRONZE,GameTeam,,,People's Republic of China,beijing,2022
Short Track Speed Skating,Women's 1000m,Women,GOLD,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,beijing,2022
Short Track Speed Skating,Women's 1000m,Women,SILVER,Athlete,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,beijing,2022
Short Track Speed Skating,Women's 1000m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/hanne-desmet,Hanne DESMET,Belgium,beijing,2022
Short Track Speed Skating,Women's 1500m,Women,GOLD,Athlete,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,beijing,2022
Short Track Speed Skating,Women's 1500m,Women,BRONZE,Athlete,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,beijing,2022
Short Track Speed Skating,Women's 1500m,Women,SILVER,Athlete,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,beijing,2022
Snowboard,Women's Snowboard Halfpipe,Women,SILVER,Athlete,https://olympics.com/en/athletes/queralt-castellet,Queralt CASTELLET,Spain,beijing,2022
Snowboard,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tomita,Sena TOMITA,Japan,beijing,2022
Snowboard,Women's Snowboard Halfpipe,Women,GOLD,Athlete,https://olympics.com/en/athletes/chloe-kim,Chloe KIM,United States of America,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/nick-baumgartner,Nick BAUMGARTNER,United States of America,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/michela-moioli,Michela MOIOLI,Italy,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,beijing,2022
Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,beijing,2022
Snowboard,Women's Snowboard Cross,Women,BRONZE,Athlete,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,beijing,2022
Snowboard,Women's Snowboard Cross,Women,SILVER,Athlete,https://olympics.com/en/athletes/chloe-trespeuch,Chloe TRESPEUCH,France,beijing,2022
Snowboard,Women's Snowboard Cross,Women,GOLD,Athlete,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,beijing,2022
Snowboard,Men's Parallel Giant Slalom,Men,SILVER,Athlete,https://olympics.com/en/athletes/tim-mastnak,Tim MASTNAK,Slovenia,beijing,2022
Snowboard,Men's Parallel Giant Slalom,Men,GOLD,Athlete,https://olympics.com/en/athletes/benjamin-karl,Benjamin KARL,Austria,beijing,2022
Snowboard,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,https://olympics.com/en/athletes/vic-wild,Vic WILD,ROC,beijing,2022
Snowboard,Women's Snowboard Big Air,Women,BRONZE,Athlete,https://olympics.com/en/athletes/murase-kokomo,Kokomo MURASE,Japan,beijing,2022
Snowboard,Women's Snowboard Big Air,Women,SILVER,Athlete,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,beijing,2022
Snowboard,Women's Snowboard Big Air,Women,GOLD,Athlete,https://olympics.com/en/athletes/anna-gasser,Anna GASSER,Austria,beijing,2022
Snowboard,Men's Snowboard Cross,Men,BRONZE,Athlete,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,beijing,2022
Snowboard,Men's Snowboard Cross,Men,SILVER,Athlete,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,beijing,2022
Snowboard,Men's Snowboard Cross,Men,GOLD,Athlete,https://olympics.com/en/athletes/alessandro-haemmerle,Alessandro HAEMMERLE,Austria,beijing,2022
Snowboard,Men's Snowboard Slopestyle,Men,GOLD,Athlete,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,beijing,2022
Snowboard,Men's Snowboard Slopestyle,Men,SILVER,Athlete,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,beijing,2022
Snowboard,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,https://olympics.com/en/athletes/mark-mcmorris,Mark MCMORRIS,Canada,beijing,2022
Snowboard,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,https://olympics.com/en/athletes/jan-scherrer,Jan SCHERRER,Switzerland,beijing,2022
Snowboard,Men's Snowboard Halfpipe,Men,GOLD,Athlete,https://olympics.com/en/athletes/ayumu-hirano,Ayumu HIRANO,Japan,beijing,2022
Snowboard,Men's Snowboard Halfpipe,Men,SILVER,Athlete,https://olympics.com/en/athletes/scotty-james,Scotty JAMES,Australia,beijing,2022
Snowboard,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tess-coady,Tess COADY,Australia,beijing,2022
Snowboard,Women's Snowboard Slopestyle,Women,SILVER,Athlete,https://olympics.com/en/athletes/julia-marino,Julia MARINO,United States of America,beijing,2022
Snowboard,Women's Snowboard Slopestyle,Women,GOLD,Athlete,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,beijing,2022
Snowboard,Women's Parallel Giant Slalom,Women,SILVER,Athlete,https://olympics.com/en/athletes/daniela-ulbing,Daniela ULBING,Austria,beijing,2022
Snowboard,Women's Parallel Giant Slalom,Women,GOLD,Athlete,https://olympics.com/en/athletes/ester-ledecka,Ester LEDECKA,Czech Republic,beijing,2022
Snowboard,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,https://olympics.com/en/athletes/gloria-kotnik,Gloria KOTNIK,Slovenia,beijing,2022
Snowboard,Men's Snowboard Big Air,Men,SILVER,Athlete,https://olympics.com/en/athletes/roisland,Mons ROISLAND,Norway,beijing,2022
Snowboard,Men's Snowboard Big Air,Men,GOLD,Athlete,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,beijing,2022
Snowboard,Men's Snowboard Big Air,Men,BRONZE,Athlete,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,beijing,2022
Ski Jumping,Men's Team,Men,GOLD,GameTeam,,,Austria,beijing,2022
Ski Jumping,Men's Team,Men,SILVER,GameTeam,,,Slovenia,beijing,2022
Ski Jumping,Men's Team,Men,BRONZE,GameTeam,,,Germany,beijing,2022
Ski Jumping,Men's LH Individual,Men,GOLD,Athlete,https://olympics.com/en/athletes/marius-lindvik,Marius LINDVIK,Norway,beijing,2022
Ski Jumping,Men's LH Individual,Men,SILVER,Athlete,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,beijing,2022
Ski Jumping,Men's LH Individual,Men,BRONZE,Athlete,https://olympics.com/en/athletes/geiger,Karl GEIGER,Germany,beijing,2022
Ski Jumping,Mixed Team,Mixed,GOLD,GameTeam,,,Slovenia,beijing,2022
Ski Jumping,Mixed Team,Mixed,SILVER,GameTeam,,,ROC,beijing,2022
Ski Jumping,Mixed Team,Mixed,BRONZE,GameTeam,,,Canada,beijing,2022
Ski Jumping,Women's NH Individual,Women,SILVER,Athlete,https://olympics.com/en/athletes/katharina-althaus,Katharina ALTHAUS,Germany,beijing,2022
Ski Jumping,Women's NH Individual,Women,GOLD,Athlete,https://olympics.com/en/athletes/ursa-bogataj,Ursa BOGATAJ,Slovenia,beijing,2022
Ski Jumping,Women's NH Individual,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kriznar,Nika KRIZNAR,Slovenia,beijing,2022
Ski Jumping,Men's NH Individual,Men,BRONZE,Athlete,https://olympics.com/en/athletes/dawid-kubacki,Dawid KUBACKI,Poland,beijing,2022
Ski Jumping,Men's NH Individual,Men,SILVER,Athlete,https://olympics.com/en/athletes/manuel-fettner,Manuel FETTNER,Austria,beijing,2022
Ski Jumping,Men's NH Individual,Men,GOLD,Athlete,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,beijing,2022
Figure skating,Team Event,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/mark-kondratiuk,Mark KONDRATIUK,ROC,beijing,2022
Figure skating,Team Event,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/kamila-valieva,Kamila VALIEVA,ROC,beijing,2022
Figure skating,Team Event,Mixed,SILVER,GameTeam,,,United States of America,beijing,2022
Figure skating,Team Event,Mixed,BRONZE,GameTeam,,,Japan,beijing,2022
Figure skating,Pair Skating,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,beijing,2022
Figure skating,Pair Skating,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,beijing,2022
Figure skating,Pair Skating,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/tarasova,Evgenia TARASOVA,ROC,beijing,2022
Figure skating,Pair Skating,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/morozov,Vladimir MOROZOV,ROC,beijing,2022
Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/anastasia-mishina,Anastasia MISHINA,ROC,beijing,2022
Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/aleksandr-galliamov,Aleksandr GALLIAMOV,ROC,beijing,2022
Figure skating,Ice Dance,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,beijing,2022
Figure skating,Ice Dance,Mixed,GOLD,GameTeam,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,beijing,2022
Figure skating,Ice Dance,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/victoria-sinitsina,Victoria SINITSINA,ROC,beijing,2022
Figure skating,Ice Dance,Mixed,SILVER,GameTeam,https://olympics.com/en/athletes/nikita-katsalapov,Nikita KATSALAPOV,ROC,beijing,2022
Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/madison-hubbell,Madison HUBBELL,United States of America,beijing,2022
Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,https://olympics.com/en/athletes/donohue,Zachary DONOHUE,United States of America,beijing,2022
Figure skating,Women Single Skating,Women,GOLD,Athlete,https://olympics.com/en/athletes/anna-shcherbakova,Anna SHCHERBAKOVA,ROC,beijing,2022
Figure skating,Women Single Skating,Women,SILVER,Athlete,https://olympics.com/en/athletes/alexandra-trusova,Alexandra Trusova,ROC,beijing,2022
Figure skating,Women Single Skating,Women,BRONZE,Athlete,https://olympics.com/en/athletes/kaori-sakamoto,Kaori SAKAMOTO,Japan,beijing,2022
Figure skating,Men Single Skating,Men,BRONZE,Athlete,https://olympics.com/en/athletes/shoma-uno,Shoma UNO,Japan,beijing,2022
Figure skating,Men Single Skating,Men,GOLD,Athlete,https://olympics.com/en/athletes/chen,Nathan CHEN,United States of America,beijing,2022
Figure skating,Men Single Skating,Men,SILVER,Athlete,https://olympics.com/en/athletes/yuma-kagiyama,Yuma KAGIYAMA,Japan,beijing,2022
Luge,Team Relay,Mixed,GOLD,GameTeam,,,Germany,beijing,2022
Luge,Team Relay,Mixed,SILVER,GameTeam,,,Austria,beijing,2022
Luge,Team Relay,Mixed,BRONZE,GameTeam,,,Latvia,beijing,2022
Luge,Doubles,Open,GOLD,GameTeam,https://olympics.com/en/athletes/tobias-wendl,Tobias WENDL,Germany,beijing,2022
Luge,Doubles,Open,GOLD,GameTeam,https://olympics.com/en/athletes/tobias-arlt,Tobias ARLT,Germany,beijing,2022
Luge,Doubles,Open,SILVER,GameTeam,https://olympics.com/en/athletes/toni-eggert,Toni EGGERT,Germany,beijing,2022
Luge,Doubles,Open,SILVER,GameTeam,https://olympics.com/en/athletes/sascha-benecken,Sascha BENECKEN,Germany,beijing,2022
Luge,Doubles,Open,BRONZE,GameTeam,https://olympics.com/en/athletes/thomas-steu,Thomas STEU,Austria,beijing,2022
Luge,Doubles,Open,BRONZE,GameTeam,https://olympics.com/en/athletes/lorenz-koller,Lorenz KOLLER,Austria,beijing,2022
Luge,Men's Singles,Men,SILVER,Athlete,https://olympics.com/en/athletes/wolfgang-kindl,Wolfgang KINDL,Austria,beijing,2022
Luge,Men's Singles,Men,GOLD,Athlete,https://olympics.com/en/athletes/johannes-ludwig,Johannes LUDWIG,Germany,beijing,2022
Luge,Men's Singles,Men,BRONZE,Athlete,https://olympics.com/en/athletes/dominik-fischnaller,Dominik FISCHNALLER,Italy,beijing,2022
Luge,Women's Singles,Women,SILVER,Athlete,https://olympics.com/en/athletes/anna-berreiter,Anna BERREITER,Germany,beijing,2022
Luge,Women's Singles,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tatyana-ivanova,Tatyana IVANOVA,ROC,beijing,2022
Luge,Women's Singles,Women,GOLD,Athlete,https://olympics.com/en/athletes/natalie-geisenberger,Natalie GEISENBERGER,Germany,beijing,2022
Ice Hockey,Men,Men,GOLD,GameTeam,,,Finland,beijing,2022
Ice Hockey,Men,Men,SILVER,GameTeam,,,ROC,beijing,2022
Ice Hockey,Men,Men,BRONZE,GameTeam,,,Slovakia,beijing,2022
Ice Hockey,Women,Women,GOLD,GameTeam,,,Canada,beijing,2022
Ice Hockey,Women,Women,SILVER,GameTeam,,,United States of America,beijing,2022
Ice Hockey,Women,Women,BRONZE,GameTeam,,,Finland,beijing,2022
Biathlon,Men's 12.5km Pursuit,Men,GOLD,Athlete,https://olympics.com/en/athletes/quentin-fillon-maillet,Quentin FILLON MAILLET,France,beijing,2022
Biathlon,Men's 12.5km Pursuit,Men,SILVER,Athlete,https://olympics.com/en/athletes/tarjei-boe,Tarjei BOE,Norway,beijing,2022
Biathlon,Men's 12.5km Pursuit,Men,BRONZE,Athlete,https://olympics.com/en/athletes/eduard-latypov,Eduard LATYPOV,ROC,beijing,2022
Biathlon,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,,,Norway,beijing,2022
Biathlon,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,,,France,beijing,2022
Biathlon,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,,,ROC,beijing,2022
Biathlon,Women's 12.5km Mass Start,Women,SILVER,Athlete,https://olympics.com/en/athletes/tiril-eckhoff,Tiril ECKHOFF,Norway,beijing,2022
Biathlon,Women's 12.5km Mass Start,Women,GOLD,Athlete,https://olympics.com/en/athletes/braisaz,Justine BRAISAZ,France,beijing,2022
Biathlon,Women's 12.5km Mass Start,Women,BRONZE,Athlete,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway,beijing,2022
Biathlon,Women's 10km Pursuit,Women,SILVER,Athlete,https://olympics.com/en/athletes/elvira-oeberg,Elvira OEBERG,Sweden,beijing,2022
Biathlon,Women's 10km Pursuit,Women,BRONZE,Athlete,https://olympics.com/en/athletes/tiril-eckhoff,Tiril ECKHOFF,Norway,beijing,2022
Biathlon,Women's 10km Pursuit,Women,GOLD,Athlete,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway,beijing,2022
Biathlon,Men's 10km Sprint,Men,SILVER,Athlete,https://olympics.com/en/athletes/quentin-fillon-maillet,Quentin FILLON MAILLET,France,beijing,2022
Biathlon,Men's 10km Sprint,Men,GOLD,Athlete,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway,beijing,2022
Biathlon,Men's 10km Sprint,Men,BRONZE,Athlete,https://olympics.com/en/athletes/tarjei-boe,Tarjei BOE,Norway,beijing,2022
Biathlon,Women's 7.5km Sprint,Women,SILVER,Athlete,https://olympics.com/en/athletes/elvira-oeberg,Elvira OEBERG,Sweden,beijing,2022
Biathlon,Women's 7.5km Sprint,Women,GOLD,Athlete,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Marte Olsbu ROEISELAND,Norway,beijing,2022
Biathlon,Women's 7.5km Sprint,Women,BRONZE,Athlete,https://olympics.com/en/athletes/dorothea-wierer,Dorothea WIERER,Italy,beijing,2022
Biathlon,Women's 4x6km Relay,Women,GOLD,GameTeam,,,Sweden,beijing,2022
Biathlon,Women's 4x6km Relay,Women,SILVER,GameTeam,,,ROC,beijing,2022
Biathlon,Women's 4x6km Relay,Women,BRONZE,GameTeam,,,Germany,beijing,2022
Biathlon,Men's 15km Mass Start,Men,SILVER,Athlete,https://olympics.com/en/athletes/martin-ponsiluoma,Martin PONSILUOMA,Sweden,beijing,2022
Biathlon,Men's 15km Mass Start,Men,BRONZE,Athlete,https://olympics.com/en/athletes/vetle-sjaastad-christiansen,Vetle Sjaastad CHRISTIANSEN,Norway,beijing,2022
Biathlon,Men's 15km Mass Start,Men,GOLD,Athlete,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway,beijing,2022
Biathlon,Men's 20km Individual,Men,BRONZE,Athlete,https://olympics.com/en/athletes/johannes-thingnes-boe,Johannes Thingnes BOE,Norway,beijing,2022
Biathlon,Men's 20km Individual,Men,SILVER,Athlete,https://olympics.com/en/athletes/smolski,Anton SMOLSKI,Belarus,beijing,2022
Biathlon,Men's 20km Individual,Men,GOLD,Athlete,https://olympics.com/en/athletes/quentin-fillon-maillet,Quentin FILLON MAILLET,France,beijing,2022
Biathlon,Men's 4x7.5km Relay,Men,GOLD,GameTeam,,,Norway,beijing,2022
